KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-02-27,9.1616922633274E+01,D,2.1858603386869E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-03-31,9.1001626365577E+01,D,2.3589360202160E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-04-30,9.0762683470834E+01,D,2.4213905641414E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-05-29,9.0015749438412E+01,D,2.6242461499075E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-06-30,9.0714226634614E+01,D,2.4397417956320E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-07-31,9.0765642025478E+01,D,2.4205762202413E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-08-31,9.0615910146719E+01,D,2.4635094918282E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-09-30,9.1473055350634E+01,D,2.2266183221542E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-10-30,9.2144231881528E+01,D,2.0425794197066E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-11-30,9.2156229799069E+01,D,2.0421224793904E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1953-12-31,9.2489970375362E+01,D,1.9504135374541E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-01-29,9.3436443339847E+01,D,1.6937380006366E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-02-26,9.3682496924698E+01,D,1.6281248740824E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-03-31,9.3808056077518E+01,D,1.5968924735096E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-04-30,9.4005157099740E+01,D,1.5444557499829E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-05-28,9.2950176765834E+01,D,1.8251640328237E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-06-30,9.3616793567654E+01,D,1.6478813548757E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-07-30,9.3782569662182E+01,D,1.6025839775792E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-08-31,9.3782949468282E+01,D,1.6057779793103E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-09-30,9.3680833527257E+01,D,1.6307972808351E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-10-29,9.3116525248970E+01,D,1.7793068310525E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-11-30,9.2771089063148E+01,D,1.8771642023004E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1954-12-31,9.2347430829879E+01,D,1.9889452450534E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-01-31,9.1906008979527E+01,D,2.1100943174340E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-02-28,9.1093470852243E+01,D,2.3321013602172E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-03-31,9.1268161514427E+01,D,2.2826411745672E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-04-29,9.1289722773533E+01,D,2.2751825726252E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-05-31,9.1162839730663E+01,D,2.3146562781480E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-06-30,9.0671975377440E+01,D,2.4463709116842E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-07-29,9.0386330659263E+01,D,2.5217468231496E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-08-31,8.9979350574875E+01,D,2.6379427504854E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-09-30,9.0197855152411E+01,D,2.5773482012482E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-10-31,9.0470353092822E+01,D,2.5036994771537E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-11-30,9.0156182289112E+01,D,2.5888933659837E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1955-12-30,8.9997716002220E+01,D,2.6310431821105E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-01-31,9.0202919196495E+01,D,2.5794767961935E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-02-29,9.0063767161875E+01,D,2.6145153581635E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-03-29,8.9660495751914E+01,D,2.7229029513385E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-04-30,8.8968912142853E+01,D,2.9220794760429E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-05-31,8.9141028089306E+01,D,2.8717952096941E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-06-29,8.9296426613322E+01,D,2.8263461618818E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-07-31,8.8466231660361E+01,D,3.0658317940824E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-08-31,8.7336683253605E+01,D,3.3826735208747E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-09-28,8.7114339771728E+01,D,3.4416451336117E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-10-31,8.7437015399117E+01,D,3.3539897183484E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-11-30,8.6986894975632E+01,D,3.4829322872189E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1956-12-31,8.6839555055031E+01,D,3.5276991181019E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-01-31,8.7867838393415E+01,D,3.2311953463785E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-02-28,8.7376563000285E+01,D,3.3712684176763E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-03-29,8.7309477771933E+01,D,3.3881378123217E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-04-30,8.6911461951323E+01,D,3.5094104956671E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-05-31,8.6446136532765E+01,D,3.6387244314725E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-06-27,8.5706019605713E+01,D,3.8456421438224E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-07-31,8.5469557900863E+01,D,3.9225614374169E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-08-30,8.5730252315816E+01,D,3.8438449738601E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-09-30,8.5471582345994E+01,D,3.9246558878724E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-10-31,8.4911459127694E+01,D,4.0862295479797E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-11-29,8.7620737583113E+01,D,3.2992925721039E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1957-12-31,8.9295632391735E+01,D,2.8323803521329E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-01-31,8.9587882878354E+01,D,2.7468714154050E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-02-28,9.0490530292170E+01,D,2.4964146436721E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-03-31,9.0901829888852E+01,D,2.3847513554208E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-04-30,9.1581006015649E+01,D,2.1971524936041E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-05-29,9.2182032853276E+01,D,2.0309504653886E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-06-30,9.0521121871389E+01,D,2.4896742917385E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-07-31,8.9507178855672E+01,D,2.7693870532700E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-08-29,8.6404612274898E+01,D,3.6457369882023E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-09-30,8.6339251560824E+01,D,3.6746636956489E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-10-31,8.6547268309789E+01,D,3.6095144826938E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-11-28,8.6511469256073E+01,D,3.6149018353443E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1958-12-31,8.6134178765352E+01,D,3.7290431303331E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-01-30,8.5365899982045E+01,D,3.9501753763641E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-02-27,8.5953920625528E+01,D,3.7787945801365E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-03-31,8.5744248740314E+01,D,3.8476648953475E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-04-30,8.4950307753753E+01,D,4.0748020096086E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-05-29,8.4575029877182E+01,D,4.1796895583564E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-06-30,8.3823237204441E+01,D,4.4145219596696E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-07-31,8.3811980230340E+01,D,4.4118339591463E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-08-31,8.2977748838401E+01,D,4.6649425104344E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-09-30,8.2672345724270E+01,D,4.7538698464955E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-10-30,8.3405810910247E+01,D,4.5300994939131E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-11-30,8.2348050863722E+01,D,4.8553849643312E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-12-31,8.2255508295793E+01,D,4.8801532501170E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-01-29,8.2951631202543E+01,D,4.6632306468736E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-02-29,8.3126629016495E+01,D,4.6201272503295E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-03-31,8.5244878713825E+01,D,3.9883219968851E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-04-29,8.3932926983405E+01,D,4.3728147153481E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-05-31,8.4235671360760E+01,D,4.2946757161418E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-06-30,8.5375500360072E+01,D,3.9500697465504E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-07-29,8.6934494561799E+01,D,3.4932043663281E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-08-31,8.6848077828843E+01,D,3.5228328210444E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-09-30,8.6576959912936E+01,D,3.6009451213694E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-10-31,8.6462295552878E+01,D,3.6365439159959E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-11-30,8.5745371385098E+01,D,3.8420705170318E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-12-30,8.7453264630427E+01,D,3.3470563465350E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-01-31,8.6615041856618E+01,D,3.5948797349123E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-02-28,8.7072469290654E+01,D,3.4631080161207E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-03-30,8.7703675789000E+01,D,3.2756721440784E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-04-28,8.8249334656724E+01,D,3.1186924729150E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-05-31,8.7831207439995E+01,D,3.2482824665334E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-06-30,8.6484609996298E+01,D,3.6276080938182E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-07-31,8.6483765604912E+01,D,3.6303367633147E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-08-31,8.5879402266016E+01,D,3.8030495851514E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-09-29,8.6436755203537E+01,D,3.6389449840168E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-10-31,8.6913670972971E+01,D,3.5087746452029E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-11-30,8.6836298084569E+01,D,3.5262216352947E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-12-29,8.6124441746242E+01,D,3.7267657355990E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-01-31,8.5630973556533E+01,D,3.8754238795155E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-02-28,8.6612054117626E+01,D,3.5908202917192E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-03-30,8.6880737120450E+01,D,3.5110365081717E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-04-30,8.6671669918840E+01,D,3.5760778868553E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-05-31,8.6856361080275E+01,D,3.5204501582579E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-06-29,8.6536169949186E+01,D,3.6102472099308E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-07-31,8.6441620270327E+01,D,3.6450195315164E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-08-31,8.7041463968909E+01,D,3.4672648275629E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-09-28,8.7036791403565E+01,D,3.4638641550249E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-10-31,8.7264554567027E+01,D,3.4033146468514E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-11-30,8.7178765083255E+01,D,3.4278873198231E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-12-31,8.7251940408246E+01,D,3.4092596379200E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-01-31,8.7048186609973E+01,D,3.4653353504804E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-02-28,8.6952208909541E+01,D,3.4928962128802E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-03-29,8.6518438370064E+01,D,3.6128921182456E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-04-30,8.6461008173488E+01,D,3.6394090925885E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-05-31,8.6284109498660E+01,D,3.6855940989193E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-06-28,8.6170274506547E+01,D,3.7134923228382E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-07-31,8.5876933626407E+01,D,3.8037677391456E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-08-30,8.5741343483220E+01,D,3.8406152859333E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-09-30,8.5709454698412E+01,D,3.8551760816876E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-10-31,8.5447087933414E+01,D,3.9291303084948E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-11-29,8.5536669791697E+01,D,3.9002825468146E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-12-31,8.5197542640029E+01,D,4.0076850702595E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-01-31,8.5400161505153E+01,D,3.9428543547593E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-02-28,8.5160394724807E+01,D,4.0103491544272E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-03-31,8.4731483581382E+01,D,4.1449128588836E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-04-30,8.4925170543848E+01,D,4.0821956621312E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-05-28,8.5104905213631E+01,D,4.0211211105019E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-06-30,8.5317521410880E+01,D,3.9724796673846E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-07-31,8.5305830800628E+01,D,3.9704650288565E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-08-31,8.5245007116824E+01,D,3.9910159771051E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-09-30,8.5221292949979E+01,D,3.9952352808298E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-10-30,8.5200511414592E+01,D,3.9985912305129E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-11-30,8.4938375159601E+01,D,4.0811047639587E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-12-31,8.5206916638216E+01,D,3.9994500971758E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-01-29,8.5274322518162E+01,D,3.9742537943267E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-02-26,8.5178673529120E+01,D,4.0022535554058E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-03-31,8.5221349596416E+01,D,4.0034391956604E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-04-30,8.5141199442501E+01,D,4.0187259838125E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-05-28,8.5137899060715E+01,D,4.0169449017966E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-06-30,8.5145723302062E+01,D,4.0173985879156E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-07-30,8.4812807794985E+01,D,4.1124569909586E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-08-31,8.4663480907126E+01,D,4.1649988427801E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-09-30,8.4296697889896E+01,D,4.2677642873381E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-10-29,8.4024132345678E+01,D,4.3427300569340E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-11-30,8.3765176984323E+01,D,4.4318560994727E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-12-31,8.2264101649290E+01,D,4.8775433874168E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-01-31,8.2185047672448E+01,D,4.9049200566785E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-02-28,8.1892669753796E+01,D,4.9940175382575E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-03-31,8.2587837262242E+01,D,4.7794206557950E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-04-29,8.2375920629113E+01,D,4.8402949017316E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-05-31,8.1892304957683E+01,D,4.9975521453085E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-06-30,8.1493668550450E+01,D,5.1126197026006E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-07-29,8.1104644389868E+01,D,5.2250126617360E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-08-31,7.9283230547305E+01,D,5.7996164964085E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-09-30,8.0827486794609E+01,D,5.3176852501793E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-10-31,8.1188528992228E+01,D,5.2099054342106E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-11-30,8.0859501161521E+01,D,5.3077919199192E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-12-30,8.2732179269076E+01,D,4.7325558400465E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-01-31,8.3115713899226E+01,D,4.6265792758438E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-02-28,8.2813379432672E+01,D,4.7177453370448E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-03-31,8.4085427682939E+01,D,4.3304567243236E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-04-28,8.3122807514497E+01,D,4.6118002873053E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-05-31,8.3232834325867E+01,D,4.5945006495694E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-06-30,8.1292076285169E+01,D,5.1744968622471E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-07-31,8.1951756386826E+01,D,4.9759862151960E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-08-31,8.1270949476062E+01,D,5.1809904511462E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-09-29,8.0904908418784E+01,D,5.2901455178782E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-10-31,8.0186075220387E+01,D,5.5242918477031E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-11-30,8.0059410694512E+01,D,5.5562243236453E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-12-29,7.9609069059095E+01,D,5.6893637084687E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-01-31,8.0446482629605E+01,D,5.4357278891011E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-02-29,8.0221814413534E+01,D,5.5055968659288E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-03-29,7.9539485659659E+01,D,5.7150864474534E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-04-30,7.9095026024096E+01,D,5.8670236995767E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-05-31,7.9251319550180E+01,D,5.8096739748475E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-06-28,8.0090550664036E+01,D,5.5389263606011E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-07-31,8.1465081576444E+01,D,5.1213849294460E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-08-30,8.1488562993475E+01,D,5.1106867478009E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-09-30,8.1436313960416E+01,D,5.1337223752643E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-10-31,8.1153510526028E+01,D,5.2171175808140E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-11-29,8.0658709159373E+01,D,5.3662340136099E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1968-12-31,7.7868351396035E+01,D,6.2580513607916E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-01-31,7.9218850389539E+01,D,5.8199115286756E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-02-28,7.8119474551889E+01,D,6.1690449203498E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-03-28,7.8262001770563E+01,D,6.1151344467393E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-04-30,7.8809727239201E+01,D,5.9492691580344E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1969-05-29,7.7461859968188E+01,D,6.3715203554386E+00
